year,ncessch,school_name,state_location,grade_crdc,enrl_algebra1,students_passing_algebra1
"2017","062949004548","Renaissance High Continuation","CA","Grades 9 and 10","",""
"2017","062949004548","Renaissance High Continuation","CA","Grades 11 and 12","",""
"2017","062949004548","Renaissance High Continuation","CA","Total","",""
"2017","062250008720","Renaissance High School for the Arts","CA","Grades 7 and 8","",""
"2017","062250008720","Renaissance High School for the Arts","CA","Grades 9 and 10","76","65"
"2017","062250008720","Renaissance High School for the Arts","CA","Grades 11 and 12","1","1"
"2017","062250008720","Renaissance High School for the Arts","CA","Total","77","66"
"2017","060142106113","Renaissance High","CA","Grades 7 and 8","",""
"2017","060142106113","Renaissance High","CA","Grades 9 and 10","",""
"2017","060142106113","Renaissance High","CA","Grades 11 and 12","54","53"
"2017","060142106113","Renaissance High","CA","Total","54","53"
"2017","060582007095","Renaissance","CA","Grades 7 and 8","",""
"2017","060582007095","Renaissance","CA","Grades 9 and 10","14","12"
"2017","060582007095","Renaissance","CA","Grades 11 and 12","0","0"
"2017","060582007095","Renaissance","CA","Total","14","12"
"2017","062271003301","Reseda Senior High","CA","Grades 7 and 8","",""
"2017","062271003301","Reseda Senior High","CA","Grades 9 and 10","308","273"
"2017","062271003301","Reseda Senior High","CA","Grades 11 and 12","17","13"
"2017","062271003301","Reseda Senior High","CA","Total","325","286"
"2017","061389008576","Reymouth Special Education Center","CA","Grades 7 and 8","",""
"2017","061389008576","Reymouth Special Education Center","CA","Grades 9 and 10","",""
"2017","061389008576","Reymouth Special Education Center","CA","Grades 11 and 12","",""
"2017","061389008576","Reymouth Special Education Center","CA","Total","",""
"2017","063237001126","Rialto High","CA","Grades 7 and 8","",""
"2017","063237001126","Rialto High","CA","Grades 9 and 10","856","603"
"2017","063237001126","Rialto High","CA","Grades 11 and 12","64","34"
"2017","063237001126","Rialto High","CA","Total","920","637"
"2017","062271010842","Richard A. Alonzo Community Day","CA","Grades 7 and 8","",""
"2017","062271010842","Richard A. Alonzo Community Day","CA","Grades 9 and 10","7","1"
"2017","062271010842","Richard A. Alonzo Community Day","CA","Grades 11 and 12","37","3"
"2017","062271010842","Richard A. Alonzo Community Day","CA","Total","44","4"
"2017","062250014120","Richard D. Browning High","CA","Grades 7 and 8","",""
"2017","062250014120","Richard D. Browning High","CA","Grades 9 and 10","94","63"
"2017","062250014120","Richard D. Browning High","CA","Grades 11 and 12","",""
"2017","062250014120","Richard D. Browning High","CA","Total","94","63"
"2017","062007003176","Richard H. Lewis Alternative","CA","Grades 7 and 8","",""
"2017","062007003176","Richard H. Lewis Alternative","CA","Grades 9 and 10","2","0"
"2017","062007003176","Richard H. Lewis Alternative","CA","Grades 11 and 12","4","1"
"2017","062007003176","Richard H. Lewis Alternative","CA","Total","6","1"
"2017","062865004448","Richland Continuation High","CA","Grades 7 and 8","",""
"2017","062865004448","Richland Continuation High","CA","Grades 9 and 10","",""
"2017","062865004448","Richland Continuation High","CA","Grades 11 and 12","54","35"
"2017","062865004448","Richland Continuation High","CA","Total","54","35"
"2017","063255005055","Richmond High","CA","Grades 7 and 8","",""
"2017","063255005055","Richmond High","CA","Grades 9 and 10","268","221"
"2017","063255005055","Richmond High","CA","Grades 11 and 12","93","84"
"2017","063255005055","Richmond High","CA","Total","361","305"
"2017","062982004642","Ridgeview High (Continuation)","CA","Grades 7 and 8","",""
"2017","062982004642","Ridgeview High (Continuation)","CA","Grades 9 and 10","",""
"2017","062982004642","Ridgeview High (Continuation)","CA","Grades 11 and 12","",""
"2017","062982004642","Ridgeview High (Continuation)","CA","Total","",""
"2017","061954003116","Ridgeview High","CA","Grades 7 and 8","",""
"2017","061954003116","Ridgeview High","CA","Grades 9 and 10","536","446"
"2017","061954003116","Ridgeview High","CA","Grades 11 and 12","29","23"
"2017","061954003116","Ridgeview High","CA","Total","565","469"
"2017","063583006130","Ridgway High (Continuation)","CA","Grades 7 and 8","",""
"2017","063583006130","Ridgway High (Continuation)","CA","Grades 9 and 10","",""
"2017","063583006130","Ridgway High (Continuation)","CA","Grades 11 and 12","67","67"
"2017","063583006130","Ridgway High (Continuation)","CA","Total","67","67"
"2017","063432005539","Riley/New Dawn","CA","Grades 7 and 8","",""
"2017","063432005539","Riley/New Dawn","CA","Grades 9 and 10","21","10"
"2017","063432005539","Riley/New Dawn","CA","Grades 11 and 12","4","1"
"2017","063432005539","Riley/New Dawn","CA","Total","25","11"
"2017","063261005074","Rim of the World Senior High","CA","Grades 7 and 8","",""
"2017","063261005074","Rim of the World Senior High","CA","Grades 9 and 10","247","160"
"2017","063261005074","Rim of the World Senior High","CA","Grades 11 and 12","15","4"
"2017","063261005074","Rim of the World Senior High","CA","Total","262","164"
"2017","060756001445","Rincon High (Continuation)","CA","Grades 7 and 8","",""
"2017","060756001445","Rincon High (Continuation)","CA","Grades 9 and 10","6","6"
"2017","060756001445","Rincon High (Continuation)","CA","Grades 11 and 12","22","22"
"2017","060756001445","Rincon High (Continuation)","CA","Total","28","28"
"2017","063462005812","Rio Americano High","CA","Grades 7 and 8","",""
"2017","063462005812","Rio Americano High","CA","Grades 9 and 10","476","344"
"2017","063462005812","Rio Americano High","CA","Grades 11 and 12","63","52"
"2017","063462005812","Rio Americano High","CA","Total","539","396"
"2017","061233007702","Rio Cazadero High (Continuation)","CA","Grades 7 and 8","",""
"2017","061233007702","Rio Cazadero High (Continuation)","CA","Grades 9 and 10","5","5"
"2017","061233007702","Rio Cazadero High (Continuation)","CA","Grades 11 and 12","75","72"
"2017","061233007702","Rio Cazadero High (Continuation)","CA","Total","80","77"
"2017","069113410212","Rio Del Rey High (Continuation)","CA","Grades 7 and 8","",""
"2017","069113410212","Rio Del Rey High (Continuation)","CA","Grades 9 and 10","0","0"
"2017","069113410212","Rio Del Rey High (Continuation)","CA","Grades 11 and 12","1","1"
"2017","069113410212","Rio Del Rey High (Continuation)","CA","Total","1","1"
"2017","060133201991","Rio Linda High","CA","Grades 7 and 8","",""
"2017","060133201991","Rio Linda High","CA","Grades 9 and 10","504","251"
"2017","060133201991","Rio Linda High","CA","Grades 11 and 12","31","8"
"2017","060133201991","Rio Linda High","CA","Total","535","259"
"2017","062927004521","Rio Mesa High","CA","Grades 7 and 8","",""
"2017","062927004521","Rio Mesa High","CA","Grades 9 and 10","484","253"
"2017","062927004521","Rio Mesa High","CA","Grades 11 and 12","92","53"
"2017","062927004521","Rio Mesa High","CA","Total","576","306"
"2017","062223012723","Rio Valley Charter","CA","Grades 7 and 8","",""
"2017","062223012723","Rio Valley Charter","CA","Grades 9 and 10","108","0"
"2017","062223012723","Rio Valley Charter","CA","Grades 11 and 12","57","2"
"2017","062223012723","Rio Valley Charter","CA","Total","165","2"
"2017","063311005125","Rio Vista High","CA","Grades 7 and 8","",""
"2017","063311005125","Rio Vista High","CA","Grades 9 and 10","88","66"
"2017","063311005125","Rio Vista High","CA","Grades 11 and 12","21","9"
"2017","063311005125","Rio Vista High","CA","Total","109","75"
"2017","063288005112","Ripon High","CA","Grades 7 and 8","",""
"2017","063288005112","Ripon High","CA","Grades 9 and 10","279","255"
"2017","063288005112","Ripon High","CA","Grades 11 and 12","17","11"
"2017","063288005112","Ripon High","CA","Total","296","266"
"2017","062334013848","Ripperdan Community Day","CA","Grades 7 and 8","",""
"2017","062334013848","Ripperdan Community Day","CA","Grades 9 and 10","17","11"
"2017","062334013848","Ripperdan Community Day","CA","Grades 11 and 12","4","4"
"2017","062334013848","Ripperdan Community Day","CA","Total","21","15"
"2017","060142814167","RISE High","CA","Grades 7 and 8","",""
"2017","060142814167","RISE High","CA","Grades 9 and 10","24","0"
"2017","060142814167","RISE High","CA","Grades 11 and 12","12","0"
"2017","060142814167","RISE High","CA","Total","36","0"
"2017","062271013974","Rise Kohyang High","CA","Grades 7 and 8","",""
"2017","062271013974","Rise Kohyang High","CA","Grades 9 and 10","84","82"
"2017","062271013974","Rise Kohyang High","CA","Grades 11 and 12","",""
"2017","062271013974","Rise Kohyang High","CA","Total","84","82"
"2017","069100602957","Rite of Passage","CA","Grades 7 and 8","",""
"2017","069100602957","Rite of Passage","CA","Grades 9 and 10","29","13"
"2017","069100602957","Rite of Passage","CA","Grades 11 and 12","47","26"
"2017","069100602957","Rite of Passage","CA","Total","76","39"
"2017","064158006857","River City High","CA","Grades 7 and 8","",""
"2017","064158006857","River City High","CA","Grades 9 and 10","356","302"
"2017","064158006857","River City High","CA","Grades 11 and 12","11","8"
"2017","064158006857","River City High","CA","Total","367","310"
"2017","063311011075","River Delta Community Day","CA","Grades 7 and 8","",""
"2017","063311011075","River Delta Community Day","CA","Grades 9 and 10","0","0"
"2017","063311011075","River Delta Community Day","CA","Grades 11 and 12","2","2"
"2017","063311011075","River Delta Community Day","CA","Total","2","2"
"2017","063311009429","River Delta High/Elementary (Alternative)","CA","Grades 7 and 8","",""
"2017","063311009429","River Delta High/Elementary (Alternative)","CA","Grades 9 and 10","2","1"
"2017","063311009429","River Delta High/Elementary (Alternative)","CA","Grades 11 and 12","2","1"
"2017","063311009429","River Delta High/Elementary (Alternative)","CA","Total","4","2"
"2017","069104712801","River Oaks Academy","CA","Grades 7 and 8","5","5"
"2017","069104712801","River Oaks Academy","CA","Grades 9 and 10","",""
"2017","069104712801","River Oaks Academy","CA","Grades 11 and 12","",""
"2017","069104712801","River Oaks Academy","CA","Total","5","5"
"2017","069102611707","River Springs Charter","CA","Grades 7 and 8","",""
"2017","069102611707","River Springs Charter","CA","Grades 9 and 10","198","144"
"2017","069102611707","River Springs Charter","CA","Grades 11 and 12","17","7"
"2017","069102611707","River Springs Charter","CA","Total","215","151"
"2017","062079007308","River Valley Charter","CA","Grades 7 and 8","",""
"2017","062079007308","River Valley Charter","CA","Grades 9 and 10","",""
"2017","062079007308","River Valley Charter","CA","Grades 11 and 12","",""
"2017","062079007308","River Valley Charter","CA","Total","",""
"2017","064347011520","River Valley High","CA","Grades 7 and 8","",""
"2017","064347011520","River Valley High","CA","Grades 9 and 10","168","78"
"2017","064347011520","River Valley High","CA","Grades 11 and 12","51","30"
"2017","064347011520","River Valley High","CA","Total","219","108"
"2017","060006104232","Riverbank High","CA","Grades 7 and 8","",""
"2017","060006104232","Riverbank High","CA","Grades 9 and 10","228","139"
"2017","060006104232","Riverbank High","CA","Grades 11 and 12","2","0"
"2017","060006104232","Riverbank High","CA","Total","230","139"
"2017","061926013334","Rivercrest Preparatory","CA","Grades 7 and 8","",""
"2017","061926013334","Rivercrest Preparatory","CA","Grades 9 and 10","2","1"
"2017","061926013334","Rivercrest Preparatory","CA","Grades 11 and 12","4","3"
"2017","061926013334","Rivercrest Preparatory","CA","Total","6","4"
"2017","060004005120","Riverdale High","CA","Grades 7 and 8","",""
"2017","060004005120","Riverdale High","CA","Grades 9 and 10","149","102"
"2017","060004005120","Riverdale High","CA","Grades 11 and 12","8","8"
"2017","060004005120","Riverdale High","CA","Total","157","110"
"2017","069102610577","Riverside County Community","CA","Grades 7 and 8","",""
"2017","069102610577","Riverside County Community","CA","Grades 9 and 10","49","27"
"2017","069102610577","Riverside County Community","CA","Grades 11 and 12","28","16"
"2017","069102610577","Riverside County Community","CA","Total","77","43"
"2017","069102612986","Riverside County Education Academy","CA","Grades 7 and 8","",""
"2017","069102612986","Riverside County Education Academy","CA","Grades 7 and 8","",""
"2017","069102612986","Riverside County Education Academy","CA","Grades 9 and 10","23","13"
"2017","069102612986","Riverside County Education Academy","CA","Grades 9 and 10","69","44"
"2017","069102612986","Riverside County Education Academy","CA","Grades 11 and 12","0","0"
"2017","069102612986","Riverside County Education Academy","CA","Grades 11 and 12","6","3"
"2017","069102612986","Riverside County Education Academy","CA","Total","23","13"
"2017","069102612986","Riverside County Education Academy","CA","Total","75","47"
"2017","069102607567","Riverside County Juvenile Court","CA","Grades 7 and 8","",""
"2017","069102607567","Riverside County Juvenile Court","CA","Grades 9 and 10","21","18"
"2017","069102607567","Riverside County Juvenile Court","CA","Grades 11 and 12","58","55"
"2017","069102607567","Riverside County Juvenile Court","CA","Total","79","73"
"2017","069102609031","Riverside County Special Education","CA","Grades 7 and 8","",""
"2017","069102609031","Riverside County Special Education","CA","Grades 9 and 10","",""
"2017","069102609031","Riverside County Special Education","CA","Grades 11 and 12","",""
"2017","069102609031","Riverside County Special Education","CA","Total","",""
"2017","062895011863","Riverside Preparatory","CA","Grades 7 and 8","",""
"2017","062895011863","Riverside Preparatory","CA","Grades 9 and 10","189","1"
"2017","062895011863","Riverside Preparatory","CA","Grades 11 and 12","0","0"
"2017","062895011863","Riverside Preparatory","CA","Total","189","1"
"2017","063315013103","Riverside STEM Academy","CA","Grades 7 and 8","107","106"
"2017","063315013103","Riverside STEM Academy","CA","Grades 9 and 10","",""
"2017","063315013103","Riverside STEM Academy","CA","Grades 11 and 12","",""
"2017","063315013103","Riverside STEM Academy","CA","Total","107","106"
"2017","063315012176","Riverside Virtual","CA","Grades 7 and 8","",""
"2017","063315012176","Riverside Virtual","CA","Grades 9 and 10","20","13"
"2017","063315012176","Riverside Virtual","CA","Grades 11 and 12","0","0"
"2017","063315012176","Riverside Virtual","CA","Total","20","13"
"2017","063018013280","Rob Reiner Children & Families Center","CA","Grades 7 and 8","",""
"2017","063018013280","Rob Reiner Children & Families Center","CA","Grades 9 and 10","",""
"2017","063018013280","Rob Reiner Children & Families Center","CA","Grades 11 and 12","",""
"2017","063018013280","Rob Reiner Children & Families Center","CA","Total","",""
"2017","062515003737","Robert Elliott Alternative Education Center","CA","Grades 7 and 8","",""
"2017","062515003737","Robert Elliott Alternative Education Center","CA","Grades 9 and 10","8","5"
"2017","062515003737","Robert Elliott Alternative Education Center","CA","Grades 11 and 12","15","10"
"2017","062515003737","Robert Elliott Alternative Education Center","CA","Total","23","15"
"2017","061086012157","Robert F. Kennedy High","CA","Grades 7 and 8","",""
"2017","061086012157","Robert F. Kennedy High","CA","Grades 9 and 10","299","217"
"2017","061086012157","Robert F. Kennedy High","CA","Grades 11 and 12","52","32"
"2017","061086012157","Robert F. Kennedy High","CA","Total","351","249"
"2017","062271003029","Robert Fulton College Preparatory","CA","Grades 7 and 8","",""
"2017","062271003029","Robert Fulton College Preparatory","CA","Grades 9 and 10","218","131"
"2017","062271003029","Robert Fulton College Preparatory","CA","Grades 11 and 12","2","2"
"2017","062271003029","Robert Fulton College Preparatory","CA","Total","220","133"
"2017","062271003134","Robert H. Lewis Continuation","CA","Grades 7 and 8","",""
"2017","062271003134","Robert H. Lewis Continuation","CA","Grades 9 and 10","9","3"
"2017","062271003134","Robert H. Lewis Continuation","CA","Grades 11 and 12","7","4"
"2017","062271003134","Robert H. Lewis Continuation","CA","Total","16","7"
"2017","061440001686","Robertson High (Continuation)","CA","Grades 7 and 8","",""
"2017","061440001686","Robertson High (Continuation)","CA","Grades 9 and 10","24","14"
"2017","061440001686","Robertson High (Continuation)","CA","Grades 11 and 12","36","27"
"2017","061440001686","Robertson High (Continuation)","CA","Total","60","41"
"2017","063324013464","Robla Preschool","CA","Grades 7 and 8","",""
"2017","063324013464","Robla Preschool","CA","Grades 9 and 10","",""
"2017","063324013464","Robla Preschool","CA","Grades 11 and 12","",""
"2017","063324013464","Robla Preschool","CA","Total","",""
"2017","069107812637","Rockey Glenn Camp","CA","Grades 7 and 8","",""
"2017","069107812637","Rockey Glenn Camp","CA","Grades 9 and 10","",""
"2017","069107812637","Rockey Glenn Camp","CA","Grades 11 and 12","",""
"2017","069107812637","Rockey Glenn Camp","CA","Total","",""
"2017","060001302405","Rocklin High","CA","Grades 7 and 8","",""
"2017","060001302405","Rocklin High","CA","Grades 9 and 10","464","358"
"2017","060001302405","Rocklin High","CA","Grades 11 and 12","17","15"
"2017","060001302405","Rocklin High","CA","Total","481","373"
"2017","060001313722","Rocklin Independent Charter Academy","CA","Grades 7 and 8","",""
"2017","060001313722","Rocklin Independent Charter Academy","CA","Grades 9 and 10","21","19"
"2017","060001313722","Rocklin Independent Charter Academy","CA","Grades 11 and 12","13","13"
"2017","060001313722","Rocklin Independent Charter Academy","CA","Total","34","32"
"2017","064128006837","Ron Hockwalt Academies (Continuation)","CA","Grades 7 and 8","",""
"2017","064128006837","Ron Hockwalt Academies (Continuation)","CA","Grades 9 and 10","",""
"2017","064128006837","Ron Hockwalt Academies (Continuation)","CA","Grades 11 and 12","",""
"2017","064128006837","Ron Hockwalt Academies (Continuation)","CA","Total","",""
"2017","062223011418","Ronald E. McNair High","CA","Grades 7 and 8","",""
"2017","062223011418","Ronald E. McNair High","CA","Grades 9 and 10","140","85"
"2017","062223011418","Ronald E. McNair High","CA","Grades 11 and 12","40","4"
"2017","062223011418","Ronald E. McNair High","CA","Total","180","89"
"2017","060006511370","Ronald Reagan Academy","CA","Grades 7 and 8","",""
"2017","060006511370","Ronald Reagan Academy","CA","Grades 9 and 10","0","0"
"2017","060006511370","Ronald Reagan Academy","CA","Grades 11 and 12","1","1"
"2017","060006511370","Ronald Reagan Academy","CA","Total","1","1"
"2017","061455001762","Roosevelt High","CA","Grades 7 and 8","",""
"2017","061455001762","Roosevelt High","CA","Grades 9 and 10","592","257"
"2017","061455001762","Roosevelt High","CA","Grades 11 and 12","29","18"
"2017","061455001762","Roosevelt High","CA","Total","621","275"
"2017","063762006374","Rosamond High","CA","Grades 7 and 8","",""
"2017","063762006374","Rosamond High","CA","Grades 9 and 10","253","118"
"2017","063762006374","Rosamond High","CA","Grades 11 and 12","4","2"
"2017","063762006374","Rosamond High","CA","Total","257","120"
"2017","062994004669","Rose City High (Continuation)","CA","Grades 7 and 8","",""
"2017","062994004669","Rose City High (Continuation)","CA","Grades 9 and 10","",""
"2017","062994004669","Rose City High (Continuation)","CA","Grades 11 and 12","",""
"2017","062994004669","Rose City High (Continuation)","CA","Total","",""
"2017","063351011178","Roseland Charter","CA","Grades 7 and 8","",""
"2017","063351011178","Roseland Charter","CA","Grades 9 and 10","208","187"
"2017","063351011178","Roseland Charter","CA","Grades 11 and 12","35","3"
"2017","063351011178","Roseland Charter","CA","Total","243","190"
"2017","060015811504","Roselawn High","CA","Grades 7 and 8","",""
"2017","060015811504","Roselawn High","CA","Grades 9 and 10","",""
"2017","060015811504","Roselawn High","CA","Grades 11 and 12","15","7"
"2017","060015811504","Roselawn High","CA","Total","15","7"
"2017","061212001366","Rosemead High","CA","Grades 7 and 8","",""
"2017","061212001366","Rosemead High","CA","Grades 9 and 10","383","298"
"2017","061212001366","Rosemead High","CA","Grades 11 and 12","57","44"
"2017","061212001366","Rosemead High","CA","Total","440","342"
"2017","063384011191","Rosemont High","CA","Grades 7 and 8","",""
"2017","063384011191","Rosemont High","CA","Grades 9 and 10","377","238"
"2017","063384011191","Rosemont High","CA","Grades 11 and 12","16","5"
"2017","063384011191","Rosemont High","CA","Total","393","243"
"2017","063363005191","Roseville High","CA","Grades 7 and 8","",""
"2017","063363005191","Roseville High","CA","Grades 9 and 10","540","423"
"2017","063363005191","Roseville High","CA","Grades 11 and 12","54","34"
"2017","063363005191","Roseville High","CA","Total","594","457"
"2017","060144414064","Ross Valley Charter","CA","Grades 7 and 8","",""
"2017","060144414064","Ross Valley Charter","CA","Grades 9 and 10","",""
"2017","060144414064","Ross Valley Charter","CA","Grades 11 and 12","",""
"2017","060144414064","Ross Valley Charter","CA","Total","",""
"2017","063372010257","Round Valley Continuation","CA","Grades 7 and 8","",""
"2017","063372010257","Round Valley Continuation","CA","Grades 9 and 10","2","2"
"2017","063372010257","Round Valley Continuation","CA","Grades 11 and 12","5","5"
"2017","063372010257","Round Valley Continuation","CA","Total","7","7"
"2017","063372005195","Round Valley High","CA","Grades 7 and 8","",""
"2017","063372005195","Round Valley High","CA","Grades 9 and 10","19","19"
"2017","063372005195","Round Valley High","CA","Grades 11 and 12","6","4"
"2017","063372005195","Round Valley High","CA","Total","25","23"
"2017","063375011676","Rowland Assistive Technology Academy","CA","Grades 7 and 8","",""
"2017","063375011676","Rowland Assistive Technology Academy","CA","Grades 9 and 10","",""
"2017","063375011676","Rowland Assistive Technology Academy","CA","Grades 11 and 12","",""
"2017","063375011676","Rowland Assistive Technology Academy","CA","Total","",""
"2017","060780000750","Roy A. Johnson High","CA","Grades 7 and 8","",""
"2017","060780000750","Roy A. Johnson High","CA","Grades 9 and 10","",""
"2017","060780000750","Roy A. Johnson High","CA","Grades 11 and 12","","0"
"2017","060780000750","Roy A. Johnson High","CA","Total","","0"
"2017","063684006264","Royal High","CA","Grades 7 and 8","",""
"2017","063684006264","Royal High","CA","Grades 9 and 10","286","286"
"2017","063684006264","Royal High","CA","Grades 11 and 12","11","11"
"2017","063684006264","Royal High","CA","Total","297","297"
"2017","063471005858","Royal Sunset (Continuation)","CA","Grades 7 and 8","",""
"2017","063471005858","Royal Sunset (Continuation)","CA","Grades 9 and 10","1","0"
"2017","063471005858","Royal Sunset (Continuation)","CA","Grades 11 and 12","13","5"
"2017","063471005858","Royal Sunset (Continuation)","CA","Total","14","5"
"2017","060846009757","Ruben S. Ayala High","CA","Grades 7 and 8","",""
"2017","060846009757","Ruben S. Ayala High","CA","Grades 9 and 10","516","425"
"2017","060846009757","Ruben S. Ayala High","CA","Grades 11 and 12","7","0"
"2017","060846009757","Ruben S. Ayala High","CA","Total","523","425"
"2017","061218001383","Ruben Salazar Continuation","CA","Grades 7 and 8","",""
"2017","061218001383","Ruben Salazar Continuation","CA","Grades 9 and 10","",""
"2017","061218001383","Ruben Salazar Continuation","CA","Grades 11 and 12","110","34"
"2017","061218001383","Ruben Salazar Continuation","CA","Total","110","34"
"2017","061926002318","Rubidoux High","CA","Grades 7 and 8","",""
"2017","061926002318","Rubidoux High","CA","Grades 9 and 10","363","216"
"2017","061926002318","Rubidoux High","CA","Grades 11 and 12","118","59"
"2017","061926002318","Rubidoux High","CA","Total","481","275"
"2017","062805007326","Rudsdale Continuation","CA","Grades 7 and 8","",""
"2017","062805007326","Rudsdale Continuation","CA","Grades 9 and 10","13","1"
"2017","062805007326","Rudsdale Continuation","CA","Grades 11 and 12","43","7"
"2017","062805007326","Rudsdale Continuation","CA","Total","56","8"
"2017","069100407491","S. William Abel Community","CA","Grades 7 and 8","",""
"2017","069100407491","S. William Abel Community","CA","Grades 9 and 10","1","1"
"2017","069100407491","S. William Abel Community","CA","Grades 11 and 12","7","7"
"2017","069100407491","S. William Abel Community","CA","Total","8","8"
"2017","069111110647","S.F. County Civic Center Secondary","CA","Grades 7 and 8","",""
"2017","069111110647","S.F. County Civic Center Secondary","CA","Grades 9 and 10","2","1"
"2017","069111110647","S.F. County Civic Center Secondary","CA","Grades 11 and 12","0","0"
"2017","069111110647","S.F. County Civic Center Secondary","CA","Total","2","1"
"2017","069111109270","S.F. County Court Woodside Learning Ctr","CA","Grades 7 and 8","",""
"2017","069111109270","S.F. County Court Woodside Learning Ctr","CA","Grades 9 and 10","2","1"
"2017","069111109270","S.F. County Court Woodside Learning Ctr","CA","Grades 11 and 12","1","0"
"2017","069111109270","S.F. County Court Woodside Learning Ctr","CA","Total","3","1"
"2017","069111109472","S.F. County Opportunity (Hilltop)","CA","Grades 7 and 8","",""
"2017","069111109472","S.F. County Opportunity (Hilltop)","CA","Grades 9 and 10","",""
"2017","069111109472","S.F. County Opportunity (Hilltop)","CA","Grades 11 and 12","",""
"2017","069111109472","S.F. County Opportunity (Hilltop)","CA","Total","",""
"2017","069111109473","S.F. County Special Education","CA","Grades 7 and 8","",""
"2017","069111109473","S.F. County Special Education","CA","Grades 9 and 10","",""
"2017","069111109473","S.F. County Special Education","CA","Grades 11 and 12","",""
"2017","069111109473","S.F. County Special Education","CA","Total","",""
"2017","063441012494","S.F. International High","CA","Grades 7 and 8","",""
"2017","063441012494","S.F. International High","CA","Grades 9 and 10","33","30"
"2017","063441012494","S.F. International High","CA","Grades 11 and 12","1","0"
"2017","063441012494","S.F. International High","CA","Total","34","30"
"2017","063384011190","Sacramento Charter High","CA","Grades 7 and 8","",""
"2017","063384011190","Sacramento Charter High","CA","Grades 9 and 10","170","113"
"2017","063384011190","Sacramento Charter High","CA","Grades 11 and 12","0","0"
"2017","063384011190","Sacramento Charter High","CA","Total","170","113"
"2017","069102711058","Sacramento County ED Special Education","CA","Grades 7 and 8","",""
"2017","069102711058","Sacramento County ED Special Education","CA","Grades 9 and 10","",""
"2017","069102711058","Sacramento County ED Special Education","CA","Grades 11 and 12","",""
"2017","069102711058","Sacramento County ED Special Education","CA","Total","",""
"2017","069102711057","Sacramento County SH Special Education","CA","Grades 7 and 8","",""
"2017","069102711057","Sacramento County SH Special Education","CA","Grades 9 and 10","",""
"2017","069102711057","Sacramento County SH Special Education","CA","Grades 11 and 12","",""
"2017","069102711057","Sacramento County SH Special Education","CA","Total","",""
"2017","063531006004","Saddleback High","CA","Grades 7 and 8","",""
"2017","063531006004","Saddleback High","CA","Grades 9 and 10","382","290"
"2017","063531006004","Saddleback High","CA","Grades 11 and 12","7","4"
"2017","063531006004","Saddleback High","CA","Total","389","294"
"2017","060750013058","Sage Creek High","CA","Grades 7 and 8","",""
"2017","060750013058","Sage Creek High","CA","Grades 9 and 10","113","98"
"2017","060750013058","Sage Creek High","CA","Grades 11 and 12","1","0"
"2017","060750013058","Sage Creek High","CA","Total","114","98"
"2017","063783006387","Saint Helena High","CA","Grades 7 and 8","",""
"2017","063783006387","Saint Helena High","CA","Grades 9 and 10","81","55"
"2017","063783006387","Saint Helena High","CA","Grades 11 and 12","22","9"
"2017","063783006387","Saint Helena High","CA","Total","103","64"
"2017","069102110557","Salinas Community","CA","Grades 7 and 8","",""
"2017","069102110557","Salinas Community","CA","Grades 9 and 10","33","33"
"2017","069102110557","Salinas Community","CA","Grades 11 and 12","135","135"
"2017","069102110557","Salinas Community","CA","Total","168","168"
"2017","063398005336","Salinas High","CA","Grades 7 and 8","",""
"2017","063398005336","Salinas High","CA","Grades 9 and 10","730","590"
"2017","063398005336","Salinas High","CA","Grades 11 and 12","19","15"
"2017","063398005336","Salinas High","CA","Total","749","605"
"2017","063201004924","Salisbury High (Continuation)","CA","Grades 7 and 8","",""
"2017","063201004924","Salisbury High (Continuation)","CA","Grades 9 and 10","10","9"
"2017","063201004924","Salisbury High (Continuation)","CA","Grades 11 and 12","21","21"
"2017","063201004924","Salisbury High (Continuation)","CA","Total","31","30"
"2017","061743002188","Sam Webb Continuation","CA","Grades 7 and 8","",""
"2017","061743002188","Sam Webb Continuation","CA","Grades 9 and 10","0","0"
"2017","061743002188","Sam Webb Continuation","CA","Grades 11 and 12","1","1"
"2017","061743002188","Sam Webb Continuation","CA","Total","1","1"
"2017","069102413076","Samueli Academy","CA","Grades 7 and 8","",""
"2017","069102413076","Samueli Academy","CA","Grades 9 and 10","276","126"
"2017","069102413076","Samueli Academy","CA","Grades 11 and 12","248","1"
"2017","069102413076","Samueli Academy","CA","Total","524","127"
"2017","063414008958","San Andreas Continuation High","CA","Grades 7 and 8","",""
"2017","063414008958","San Andreas Continuation High","CA","Grades 9 and 10","14","14"
"2017","063414008958","San Andreas Continuation High","CA","Grades 11 and 12","12","11"
"2017","063414008958","San Andreas Continuation High","CA","Total","26","25"
"2017","063879006524","San Andreas High (Continuation)","CA","Grades 7 and 8","",""
"2017","063879006524","San Andreas High (Continuation)","CA","Grades 9 and 10","1","1"
"2017","063879006524","San Andreas High (Continuation)","CA","Grades 11 and 12","18","12"
"2017","063879006524","San Andreas High (Continuation)","CA","Total","19","13"
"2017","063417007344","San Andreas High","CA","Grades 7 and 8","",""
"2017","063417007344","San Andreas High","CA","Grades 9 and 10","20","2"
"2017","063417007344","San Andreas High","CA","Grades 11 and 12","70","20"
"2017","063417007344","San Andreas High","CA","Total","90","22"
"2017","062271003322","San Antonio Continuation","CA","Grades 7 and 8","",""
"2017","062271003322","San Antonio Continuation","CA","Grades 9 and 10","32","2"
